#queryIndex	queryItem	stringId	preferredName	annotation
170	TNFSF14	9606.ENSP00000469049	TNFSF14	Tumor necrosis factor ligand superfamily member 14; Cytokine that binds to TNFRSF3/LTBR. Binding to the decoy receptor TNFRSF6B modulates its effects. Activates NFKB, stimulates the proliferation of T-cells, and inhibits growth of the adenocarcinoma HT-29. Acts as a receptor for Herpes simplex virus; CD molecules
171	TNFSF15	9606.ENSP00000363157	TNFSF15	Tumor necrosis factor ligand superfamily member 15; Receptor for TNFRSF25 and TNFRSF6B. Mediates activation of NF-kappa-B. Inhibits vascular endothelial growth and angiogenesis (in vitro). Promotes activation of caspases and apoptosis; Belongs to the tumor necrosis factor family
172	TNFSF18	9606.ENSP00000385470	TNFSF18	Tumor necrosis factor ligand superfamily member 18; Cytokine that binds to TNFRSF18/AITR/GITR. Regulates T- cell responses. Can function as costimulator and lower the threshold for T-cell activation and T-cell proliferation. Important for interactions between activated T-lymphocytes and endothelial cells. Mediates activation of NF-kappa-B. Triggers increased phosphorylation of STAT1 and up-regulates expression of VCAM1 and ICAM1. Promotes leukocyte adhesion to endothelial cells. Regulates migration of monocytes from the splenic reservoir to sites of inflammation (By similarity); Belong [...] 
173	TNFSF4	9606.ENSP00000281834	TNFSF4	Tumor necrosis factor ligand superfamily member 4; Cytokine that binds to TNFRSF4. Co-stimulates T-cell proliferation and cytokine production; CD molecules
174	TNFSF8	9606.ENSP00000223795	TNFSF8	Tumor necrosis factor ligand superfamily member 8; Cytokine that binds to TNFRSF8/CD30. Induces proliferation of T-cells
175	TNFSF9	9606.ENSP00000245817	TNFSF9	Tumor necrosis factor ligand superfamily member 9; Cytokine that binds to TNFRSF9. Induces the proliferation of activated peripheral blood T-cells. May have a role in activation-induced cell death (AICD). May play a role in cognate interactions between T-cells and B-cells/macrophages; Belongs to the tumor necrosis factor family
176	TSLP	9606.ENSP00000339804	TSLP	Thymic stromal lymphopoietin; Isoform 1: Cytokine that induces the release of T-cell- attracting chemokines from monocytes and, in particular, enhances the maturation of CD11c(+) dendritic cells. Can induce allergic inflammation by directly activating mast cells
177	TXLNA	9606.ENSP00000362711	TXLNA	Alpha-taxilin; May be involved in intracellular vesicle traffic and potentially in calcium-dependent exocytosis in neuroendocrine cells; Belongs to the taxilin family
178	VSTM1	9606.ENSP00000343366	VSTM1	V-set and transmembrane domain-containing protein 1; Isoform 2: Behaves as a cytokine, promoting IL17A secretion by CD4+ T-cells, and differentiation and activation of IL17 producing helper T-cells (TH17); Immunoglobulin like domain containing
179	WNT1	9606.ENSP00000293549	WNT1	Proto-oncogene Wnt-1; Ligand for members of the frizzled family of seven transmembrane receptors. Acts in the canonical Wnt signaling pathway by promoting beta-catenin-dependent transcriptional activation. In some developmental processes, is also a ligand for the coreceptor RYK, thus triggering Wnt signaling. Probable developmental protein. May be a signaling molecule important in CNS development. Is likely to signal over only few cell diameters. Has a role in osteoblast function and bone development
180	WNT2	9606.ENSP00000265441	WNT2	Protein Wnt-2; Ligand for members of the frizzled family of seven transmembrane receptors. Probable developmental protein. May be a signaling molecule which affects the development of discrete regions of tissues. Is likely to signal over only few cell diameters; Belongs to the Wnt family
181	WNT5A	9606.ENSP00000264634	WNT5A	Protein Wnt-5a; Ligand for members of the frizzled family of seven transmembrane receptors. Can activate or inhibit canonical Wnt signaling, depending on receptor context. In the presence of FZD4, activates beta-catenin signaling. In the presence of ROR2, inhibits the canonical Wnt pathway by promoting beta-catenin degradation through a GSK3-independent pathway which involves down-regulation of beta-catenin-induced reporter gene expression. Suppression of the canonical pathway allows chondrogenesis to occur and inhibits tumor formation. Stimulates cell migration. Decreases proliferatio [...] 
182	WNT7A	9606.ENSP00000285018	WNT7A	Protein Wnt-7a; Ligand for members of the frizzled family of seven transmembrane receptors. Probable developmental protein. Signaling by Wnt-7a allows sexually dimorphic development of the mullerian ducts (By similarity)
183	C10orf99	9606.ENSP00000361199	C10orf99	Protein GPR15L; Chemotactic factor that mediates lymphocytes recruitement to epithelia through binding and activation of the G- protein coupled receptor GPR15. May be a tumor suppressor; together with SUSD2 has a growth inhibitory effect on colon cancer cells which includes G1 cell cycle arrest
184	CCL14	9606.ENSP00000479097	CCL14	C-C motif chemokine ligand 14
185	CCL3L1	9606.ENSP00000480558	CCL3L3	C-C motif chemokine 3-like 1; Chemotactic for lymphocytes and monocytes. Is a ligand for CCR1, CCR3 and CCR5. Is an inhibitor of HIV-1-infection. The processed form LD78-beta(3-70) shows a 20-fold to 30-fold higher chemotactic activity and is a very potent inhibitor of HIV-1- infection. LD78-beta(3-70) is also a ligand for CCR1, CCR3 and CCR5; Belongs to the intercrine beta (chemokine CC) family
186	CCL3L3	9606.ENSP00000480558	CCL3L3	C-C motif chemokine 3-like 1; Chemotactic for lymphocytes and monocytes. Is a ligand for CCR1, CCR3 and CCR5. Is an inhibitor of HIV-1-infection. The processed form LD78-beta(3-70) shows a 20-fold to 30-fold higher chemotactic activity and is a very potent inhibitor of HIV-1- infection. LD78-beta(3-70) is also a ligand for CCR1, CCR3 and CCR5; Belongs to the intercrine beta (chemokine CC) family
